episode_step,progress,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64,obs_65,obs_66,obs_67,obs_68,obs_69,obs_70,obs_71,obs_72,obs_73,obs_74,obs_75,obs_76,obs_77,obs_78,obs_79,obs_80,obs_81,obs_82,obs_83,obs_84,obs_85,obs_86,obs_87,obs_88,obs_89,obs_90,obs_91,obs_92,obs_93,obs_94,obs_95,obs_96,obs_97,obs_98,obs_99,obs_100,obs_101,obs_102,obs_103,obs_104,obs_105,obs_106,obs_107,obs_108,obs_109,obs_110,obs_111,obs_112,obs_113,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20
127,0.182874,-0.450469,0.025527,-0.012088,0.827198,-0.377056,-0.028241,-0.425160,-0.083443,0.037484,0.778569,-0.355129,0.091454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.455719,1.548851,-0.733233,-0.862542,0.388513,-1.713546,-0.364157,1.559091,-0.663920,0.767869,-0.346645,-1.693221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991998,-0.126249,0.123256,0.967560,0.027331,0.218833,-0.113600,0.500000,0.424009,0.576194,0.108000,0.384097,-0.283718,1.092175,-0.243728,0.600738,0.250951,0.033146,-0.101175,0.762369,0.309689,-0.013806,0.035282,0.052155,0.148796,-0.039884,-0.134990,0.185612,-0.073631,-0.000000,1.073168,0.000000,0.689894,-0.459929,1.533097,-0.000000,0.536584,0.153310,0.000000,-1.609752,1.379787,1.456442,0.383274,-0.229965,-0.000000,-1.686407,-0.076655,0.996513,-1.456442,-0.459929,-0.000000,-2.920474,-1.163243,1.006483,3.473406,-0.266894,3.172233,-2.178923,0.702360,-4.893691,-0.489666,-4.212070,1.655758,3.065170,-0.278956,-0.678740,-0.126713,0.334017,0.287742,0.758919,-0.929537,1.080696,-3.114972,-0.677194,1.126212,3.793168,-0.233843,3.838994,-2.939225,-0.113724,-5.169978,-0.789511,-4.662315,1.645005,3.453105,-0.417071,-0.855038,-0.096670,0.758027,-0.211105,0.797284,-0.574237,1.555676
128,0.184325,-0.441515,0.054592,-0.025684,0.810141,-0.369371,-0.060327,-0.431495,-0.054225,0.024917,0.791937,-0.361163,0.059670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.431604,1.262086,-0.572996,-0.833508,0.375681,-1.385713,-0.221969,1.264499,-0.557182,0.469445,-0.211867,-1.381248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992544,-0.120599,0.113695,0.968330,0.043938,0.218617,-0.126291,0.500000,0.454013,0.600738,0.106466,0.408641,-0.282184,1.115185,-0.262136,0.603806,0.247884,0.027010,-0.111912,0.786913,0.395592,-0.013806,0.035282,0.052155,0.148796,-0.039884,-0.134990,0.185612,-0.073631,-0.000000,1.456442,0.000000,1.073168,0.076655,1.379787,-3.219504,0.229965,-0.153310,-0.076655,-0.613239,1.149823,4.905911,0.383274,-0.229965,-0.000000,-1.686407,-0.076655,0.996513,-1.456442,-0.459929,-0.000000,-3.114972,-0.677194,1.126212,3.793168,-0.233843,3.838994,-2.939225,-0.113724,-5.169978,-0.789511,-4.662315,1.645005,3.453105,-0.417071,-0.855038,-0.096670,0.758027,-0.211105,0.797284,-0.574237,1.555676,-3.334467,-0.480635,1.011037,4.307003,-0.117243,3.945525,-2.996553,-0.281427,-5.249715,-0.826085,-4.432765,1.755959,3.508299,-0.386551,-1.156701,-0.256164,0.804548,-0.280011,0.894858,-0.284197,1.854411
129,0.185776,-0.433205,0.076010,-0.035008,0.793858,-0.362029,-0.083670,-0.434039,-0.032863,0.015197,0.797347,-0.363603,0.036204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400186,1.020275,-0.433667,-0.790738,0.356696,-1.107628,-0.093505,1.015560,-0.465031,0.198929,-0.089730,-1.116823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992719,-0.117501,0.108688,0.968655,0.051925,0.218861,-0.140060,0.500000,0.463573,0.613010,0.103398,0.408641,-0.282184,1.127456,-0.232990,0.606874,0.247884,0.033146,-0.116514,0.797651,0.369515,-0.013806,0.035282,0.052155,0.148796,-0.039884,-0.134990,0.185612,-0.073631,-0.000000,1.073168,-0.229965,1.073168,0.076655,1.149823,2.299646,0.229965,-0.153310,0.076655,-0.613239,1.149823,4.905911,0.383274,-0.229965,-0.000000,-1.686407,-0.076655,0.996513,-1.456442,-0.459929,-0.000000,-3.334467,-0.480635,1.011037,4.307003,-0.117243,3.945525,-2.996553,-0.281427,-5.249715,-0.826085,-4.432765,1.755959,3.508299,-0.386551,-1.156701,-0.256164,0.804548,-0.280011,0.894858,-0.284197,1.854411,-4.111623,-0.339660,0.930594,4.575908,-0.272738,3.847403,-2.569488,-0.203483,-5.196062,-0.626901,-4.512550,1.603456,3.307432,-0.319911,-1.002602,-0.347355,0.780371,-0.065436,0.749662,-0.423085,2.018371
130,0.187228,-0.425508,0.095403,-0.043031,0.778511,-0.355103,-0.104632,-0.435236,-0.013602,0.006316,0.799894,-0.364752,0.014997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.377171,0.944315,-0.384906,-0.755608,0.341050,-1.018325,-0.042995,0.936736,-0.433540,0.091571,-0.041300,-1.032152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992820,-0.110970,0.098193,0.969269,0.068308,0.219551,-0.144699,0.500000,0.498829,0.642155,0.106466,0.410175,-0.280650,1.155068,-0.320427,0.613010,0.250951,0.033146,-0.127252,0.817592,0.460019,-0.013806,0.035282,0.052155,0.148796,-0.039884,-0.134990,0.185612,-0.073631,-0.000000,1.379787,0.153310,-0.153310,0.076655,1.303133,-4.292672,0.153310,0.153310,0.000000,-0.459929,1.073168,-1.456442,0.383274,-0.229965,-0.000000,-1.686407,-0.076655,0.996513,-1.456442,-0.459929,-0.000000,-4.111623,-0.339660,0.930594,4.575908,-0.272738,3.847403,-2.569488,-0.203483,-5.196062,-0.626901,-4.512550,1.603456,3.307432,-0.319911,-1.002602,-0.347355,0.780371,-0.065436,0.749662,-0.423085,2.018371,-3.942737,-0.075218,1.441983,3.518288,-0.789377,4.147718,-2.706570,0.045862,-5.202761,-0.661140,-4.391614,1.523890,3.593063,-0.708217,-1.161240,-0.070123,1.271693,-0.375783,0.544525,-0.288106,1.850722
131,0.188679,-0.418118,0.113783,-0.050404,0.763633,-0.348387,-0.124403,-0.435759,0.004607,-0.002145,0.801009,-0.365255,-0.005082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.374328,0.955045,-0.369010,-0.765552,0.345804,-1.021705,-0.282852,0.879504,-0.419893,0.511868,-0.230664,-0.974611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992358,-0.100117,0.081322,0.970272,0.092800,0.220338,-0.151014,0.500000,0.510235,0.669767,0.106466,0.407107,-0.280650,1.179612,-0.275942,0.611476,0.249417,0.033146,-0.137990,0.840602,0.466155,0.115049,-0.000000,-0.076699,-0.000000,-0.004602,0.024544,0.055223,-0.061359,0.000000,0.843203,0.000000,-0.613239,-0.000000,0.613239,2.912885,-0.076655,-0.076655,-0.536584,-0.383274,0.766549,-0.843203,0.843203,-0.459929,0.229965,-0.536584,0.076655,0.766549,-0.000000,0.076655,0.000000,-3.942737,-0.075218,1.441983,3.518288,-0.789377,4.147718,-2.706570,0.045862,-5.202761,-0.661140,-4.391614,1.523890,3.593063,-0.708217,-1.161240,-0.070123,1.271693,-0.375783,0.544525,-0.288106,1.850722,-4.676755,0.310736,1.810594,2.705820,-1.193456,4.319306,-2.759552,-0.575368,-5.491540,-0.104092,-5.096011,1.192999,3.467677,-0.850833,-0.554586,0.292838,1.587306,-0.442323,0.134129,-0.799845,1.563537
132,0.190131,-0.410535,0.133605,-0.057791,0.747889,-0.341271,-0.145500,-0.446550,0.021578,-0.010480,0.820368,-0.373979,-0.023987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.361077,0.923604,-0.340274,-0.748959,0.338526,-0.981506,-0.702620,0.743140,-0.377710,1.264334,-0.569084,-0.833738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991584,-0.093100,0.070366,0.970850,0.108671,0.220866,-0.138713,0.500000,0.480127,0.691243,0.109534,0.420913,-0.282184,1.190350,-0.340369,0.611476,0.247884,0.033146,-0.141058,0.852874,0.587340,0.115049,-0.000000,-0.076699,-0.000000,-0.004602,0.024544,0.055223,-0.061359,0.000000,0.843203,0.000000,0.459929,-0.076655,0.459929,-2.682920,-0.000000,0.000000,0.843203,-0.153310,0.689894,3.219504,0.843203,-0.459929,0.229965,-0.536584,0.076655,0.766549,-0.000000,0.076655,0.000000,-4.676755,0.310736,1.810594,2.705820,-1.193456,4.319306,-2.759552,-0.575368,-5.491540,-0.104092,-5.096011,1.192999,3.467677,-0.850833,-0.554586,0.292838,1.587306,-0.442323,0.134129,-0.799845,1.563537,-4.894897,0.399418,2.303528,2.310086,-1.415735,4.539775,-2.910726,-0.417840,-6.037295,0.019174,-5.261624,1.223394,3.644198,-1.001348,-0.767513,0.489736,1.826407,-0.575938,0.061831,-0.658146,1.545387
133,0.191582,-0.403675,0.150727,-0.064015,0.733675,-0.334846,-0.163663,-0.463864,0.034332,-0.017253,0.851583,-0.388019,-0.038431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.306833,0.721124,-0.252990,-0.634210,0.286782,-0.761456,-1.191871,0.426904,-0.260604,2.153528,-0.967842,-0.499050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991046,-0.089741,0.065029,0.971102,0.116612,0.221150,-0.137740,0.500000,0.476544,0.701981,0.111068,0.420913,-0.280650,1.191884,-0.297418,0.609942,0.247884,0.027010,-0.141058,0.855942,0.573534,0.115049,-0.000000,-0.076699,-0.000000,-0.004602,0.024544,0.055223,-0.061359,0.000000,1.149823,0.153310,0.459929,-0.076655,0.459929,0.229965,-0.076655,0.000000,-0.536584,-0.076655,0.229965,2.069681,0.843203,-0.459929,0.229965,-0.536584,0.076655,0.766549,-0.000000,0.076655,0.000000,-4.894897,0.399418,2.303528,2.310086,-1.415735,4.539775,-2.910726,-0.417840,-6.037295,0.019174,-5.261624,1.223394,3.644198,-1.001348,-0.767513,0.489736,1.826407,-0.575938,0.061831,-0.658146,1.545387,-5.176764,0.345664,2.335612,2.425118,-1.353127,4.579588,-2.900968,-0.451410,-6.294789,0.227998,-5.511101,1.215515,3.619984,-1.027223,-0.668116,0.475318,1.744051,-0.515139,0.107039,-0.732483,1.565866
134,0.193033,-0.398262,0.162450,-0.067911,0.722521,-0.329800,-0.175958,-0.494225,0.038654,-0.020904,0.906510,-0.412692,-0.043949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.263754,0.549313,-0.177311,-0.542048,0.245253,-0.574213,-1.693445,0.128767,-0.148918,3.061132,-1.371639,-0.184778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.989690,-0.083169,0.054494,0.971556,0.132451,0.221726,-0.132698,0.500000,0.447649,0.706583,0.104932,0.405573,-0.279116,1.196486,-0.315825,0.609942,0.249417,0.034680,-0.142592,0.862078,0.573534,0.115049,-0.000000,-0.076699,-0.000000,-0.004602,0.024544,0.055223,-0.061359,0.000000,0.383274,-0.229965,-0.613239,0.153310,0.153310,1.533097,-0.000000,0.076655,0.229965,-0.076655,0.306619,-0.536584,0.843203,-0.459929,0.229965,-0.536584,0.076655,0.766549,-0.000000,0.076655,0.000000,-5.176764,0.345664,2.335612,2.425118,-1.353127,4.579588,-2.900968,-0.451410,-6.294789,0.227998,-5.511101,1.215515,3.619984,-1.027223,-0.668116,0.475318,1.744051,-0.515139,0.107039,-0.732483,1.565866,-5.512446,0.312824,2.546571,1.882648,-1.719953,4.538459,-2.753292,-0.397096,-6.268150,0.806210,-5.716849,1.104087,3.539019,-1.195202,-0.538221,0.567418,1.736944,-0.374711,-0.119741,-0.838391,1.484235
135,0.194485,-0.393125,0.172699,-0.071107,0.711993,-0.325036,-0.186632,-0.531601,0.039483,-0.023210,0.974028,-0.442884,-0.045822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.253380,0.494085,-0.151081,-0.518559,0.234707,-0.513407,-1.956564,-0.002197,-0.098497,3.533357,-1.578583,-0.048064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.988874,-0.080168,0.049547,0.971761,0.140259,0.221932,-0.122008,0.500000,0.415320,0.709651,0.106466,0.420913,-0.277582,1.198020,-0.348039,0.609942,0.249417,0.033146,-0.142592,0.865146,0.644097,0.115049,-0.000000,-0.076699,-0.000000,-0.004602,0.024544,0.055223,-0.061359,0.000000,0.229965,0.153310,-0.613239,0.153310,0.229965,-3.066195,-0.000000,0.076655,-0.076655,-0.076655,0.306619,-0.536584,0.843203,-0.459929,0.229965,-0.536584,0.076655,0.766549,-0.000000,0.076655,0.000000,-5.512446,0.312824,2.546571,1.882648,-1.719953,4.538459,-2.753292,-0.397096,-6.268150,0.806210,-5.716849,1.104087,3.539019,-1.195202,-0.538221,0.567418,1.736944,-0.374711,-0.119741,-0.838391,1.484235,-5.237295,0.280268,2.909248,1.356489,-1.708985,4.701395,-3.137285,-0.549622,-6.475338,1.049328,-5.908954,1.114549,3.739436,-1.421843,-0.649702,0.806368,1.923017,-0.493023,-0.139102,-0.663180,1.374437
136,0.195936,-0.388126,0.182213,-0.073954,0.701779,-0.320412,-0.196495,-0.572487,0.038566,-0.024844,1.047844,-0.475836,-0.045872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.269258,0.483422,-0.136288,-0.547789,0.248060,-0.498249,-2.412011,-0.143639,-0.027135,4.337809,-1.924623,0.105145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986069,-0.072598,0.036577,0.972341,0.162264,0.221996,-0.091857,0.500000,0.344339,0.708117,0.104932,0.404039,-0.282184,1.199553,-0.292816,0.611476,0.250951,0.039282,-0.142592,0.868214,0.608816,0.115049,-0.000000,-0.076699,-0.000000,-0.004602,0.024544,0.055223,-0.061359,0.000000,-0.153310,-0.076655,-0.843203,-0.076655,0.076655,3.756088,-0.000000,0.153310,-0.229965,0.000000,0.000000,-2.989540,0.843203,-0.459929,0.229965,-0.536584,0.076655,0.766549,-0.000000,0.076655,0.000000,-5.237295,0.280268,2.909248,1.356489,-1.708985,4.701395,-3.137285,-0.549622,-6.475338,1.049328,-5.908954,1.114549,3.739436,-1.421843,-0.649702,0.806368,1.923017,-0.493023,-0.139102,-0.663180,1.374437,-5.492818,-0.029160,2.966586,1.087151,-1.841872,4.552040,-3.005382,-0.569406,-6.394574,1.796930,-6.299913,1.108794,3.569807,-1.581903,-0.317530,0.682708,1.608210,-0.189905,-0.198754,-0.967057,1.311104
137,0.197388,-0.382355,0.192036,-0.076559,0.690082,-0.315113,-0.206562,-0.628082,0.033737,-0.024295,1.147540,-0.519869,-0.041616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.269437,0.454540,-0.119190,-0.545616,0.247172,-0.465376,-2.600180,-0.226826,0.030757,4.658008,-2.054571,0.202097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.983835,-0.068640,0.029161,0.972704,0.176685,0.221663,-0.078964,0.500000,0.317874,0.711185,0.108000,0.422447,-0.282184,1.199553,-0.331165,0.613010,0.247884,0.022408,-0.141058,0.859010,0.687049,0.115049,-0.000000,-0.076699,-0.000000,-0.004602,0.024544,0.055223,-0.061359,0.000000,0.153310,0.000000,0.843203,-0.000000,-0.000000,-3.602778,0.153310,-0.229965,0.459929,0.076655,0.076655,4.292672,0.843203,-0.459929,0.229965,-0.536584,0.076655,0.766549,-0.000000,0.076655,0.000000,-5.492818,-0.029160,2.966586,1.087151,-1.841872,4.552040,-3.005382,-0.569406,-6.394574,1.796930,-6.299913,1.108794,3.569807,-1.581903,-0.317530,0.682708,1.608210,-0.189905,-0.198754,-0.967057,1.311104,-4.918622,0.091036,3.106625,1.385544,-1.154823,4.721827,-3.755558,-1.089354,-6.627964,1.546720,-6.382838,1.336599,3.799758,-1.508529,-0.699367,0.790798,1.864180,-0.479989,0.040654,-0.345310,1.688700
138,0.198839,-0.377349,0.200395,-0.078722,0.679954,-0.310525,-0.215110,-0.676494,0.029493,-0.023614,1.234164,-0.558019,-0.037788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211970,0.344663,-0.086044,-0.427927,0.193904,-0.351430,-2.061503,-0.183028,0.040768,3.677538,-1.613267,0.170040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.981398,-0.065051,0.022170,0.972951,0.190701,0.221662,-0.074315,0.500000,0.303936,0.709651,0.106466,0.407107,-0.282184,1.199553,-0.292816,0.609942,0.249417,0.037748,-0.142592,0.863612,0.665573,0.214757,-0.050621,-0.101243,-0.012272,0.084369,0.067495,0.030680,-0.012272,-0.000000,0.000000,-0.076655,-0.766549,-0.000000,-0.000000,-1.073168,-0.076655,0.076655,-0.306619,-0.076655,-0.383274,-1.226478,0.153310,-0.459929,-0.000000,-0.000000,0.229965,-0.153310,-0.000000,-0.153310,-0.000000,-4.918622,0.091036,3.106625,1.385544,-1.154823,4.721827,-3.755558,-1.089354,-6.627964,1.546720,-6.382838,1.336599,3.799758,-1.508529,-0.699367,0.790798,1.864180,-0.479989,0.040654,-0.345310,1.688700,-4.559747,-0.165784,3.280351,0.847557,-1.355477,4.638393,-4.006546,-1.335474,-6.303917,1.823278,-6.390011,1.505311,3.829643,-1.627808,-0.556427,0.748538,1.806203,-0.512454,-0.069862,-0.427884,1.548470
139,0.200290,-0.373876,0.205823,-0.080001,0.672965,-0.307357,-0.220619,-0.710542,0.026416,-0.022665,1.294642,-0.584400,-0.034815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158954,0.245066,-0.056500,-0.319481,0.144816,-0.248328,-1.511315,-0.111633,0.022699,2.678657,-1.165721,0.099791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.980120,-0.063284,0.018752,0.973071,0.197516,0.221647,-0.066141,0.500000,0.301947,0.718854,0.111068,0.420913,-0.280650,1.199553,-0.331165,0.611476,0.249417,0.030078,-0.142592,0.868214,0.694719,0.214757,-0.050621,-0.101243,-0.012272,0.084369,0.067495,0.030680,-0.012272,-0.000000,0.383274,0.229965,0.536584,0.076655,-0.000000,-0.536584,-0.000000,0.000000,-0.306619,0.000000,0.383274,1.533097,0.153310,-0.459929,-0.000000,-0.000000,0.229965,-0.153310,-0.000000,-0.153310,-0.000000,-4.559747,-0.165784,3.280351,0.847557,-1.355477,4.638393,-4.006546,-1.335474,-6.303917,1.823278,-6.390011,1.505311,3.829643,-1.627808,-0.556427,0.748538,1.806203,-0.512454,-0.069862,-0.427884,1.548470,-4.184121,-0.440989,3.326977,1.478682,-0.932446,4.793844,-4.377450,-1.513779,-6.429534,1.691487,-6.558999,1.817237,3.860360,-1.509811,-0.600723,0.567172,1.658752,-0.559613,0.165041,-0.344396,1.680588
140,0.201742,-0.370991,0.210197,-0.080982,0.667175,-0.304732,-0.225043,-0.736947,0.025028,-0.022706,1.341310,-0.604647,-0.033797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.136898,0.205548,-0.045330,-0.274506,0.124454,-0.207621,-1.224717,-0.048338,-0.014416,2.160817,-0.935711,0.026472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.977446,-0.059869,0.012154,0.973333,0.210836,0.221447,-0.052276,0.500000,0.292779,0.717320,0.108000,0.420913,-0.280650,1.199553,-0.277476,0.611476,0.249417,0.030078,-0.142592,0.865146,0.685515,0.214757,-0.050621,-0.101243,-0.012272,0.084369,0.067495,0.030680,-0.012272,-0.000000,0.383274,0.229965,0.000000,-0.000000,-0.000000,-0.536584,-0.000000,0.000000,-0.306619,0.000000,0.000000,-0.076655,0.153310,-0.459929,-0.000000,-0.000000,0.229965,-0.153310,-0.000000,-0.153310,-0.000000,-4.184121,-0.440989,3.326977,1.478682,-0.932446,4.793844,-4.377450,-1.513779,-6.429534,1.691487,-6.558999,1.817237,3.860360,-1.509811,-0.600723,0.567172,1.658752,-0.559613,0.165041,-0.344396,1.680588,-3.852266,-0.617934,3.288933,1.458784,-0.864327,4.726549,-4.563176,-1.648134,-6.239911,1.798897,-6.509357,1.922240,3.832493,-1.483327,-0.608855,0.420293,1.610176,-0.590148,0.161156,-0.246485,1.721162
141,0.203193,-0.368400,0.214045,-0.081814,0.661984,-0.302379,-0.228924,-0.759531,0.024483,-0.023241,1.381075,-0.621828,-0.033756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.114440,0.167290,-0.035142,-0.228921,0.103806,-0.168421,-0.761881,0.103600,-0.136831,1.334092,-0.575581,-0.169007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.974854,-0.056338,0.005701,0.973504,0.222773,0.221623,-0.046258,0.500000,0.289316,0.712718,0.104932,0.408641,-0.279116,1.199553,-0.325029,0.609942,0.250951,0.031612,-0.142592,0.862078,0.696253,0.214757,-0.050621,-0.101243,-0.012272,0.084369,0.067495,0.030680,-0.012272,-0.000000,-0.306619,-0.306619,-0.383274,0.076655,-0.000000,2.146336,-0.076655,0.076655,0.076655,0.000000,-0.229965,0.306619,0.153310,-0.459929,-0.000000,-0.000000,0.229965,-0.153310,-0.000000,-0.153310,-0.000000,-3.852266,-0.617934,3.288933,1.458784,-0.864327,4.726549,-4.563176,-1.648134,-6.239911,1.798897,-6.509357,1.922240,3.832493,-1.483327,-0.608855,0.420293,1.610176,-0.590148,0.161156,-0.246485,1.721162,-3.865546,-0.833628,3.314193,1.751986,-0.779378,4.818528,-4.598618,-1.598476,-6.242278,1.921039,-6.728955,1.928500,3.664870,-1.433598,-0.552823,0.281758,1.366876,-0.493653,0.111100,-0.237225,1.816424
142,0.204644,-0.366413,0.216889,-0.082387,0.658018,-0.300580,-0.231780,-0.767422,0.029172,-0.028179,1.394674,-0.627671,-0.040557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086623,0.123902,-0.024944,-0.172929,0.078429,-0.124400,-0.230594,0.257130,-0.257437,0.390622,-0.167750,-0.363725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.971125,-0.050561,-0.003822,0.973862,0.238540,0.221443,-0.048267,0.500000,0.296481,0.709651,0.104932,0.413243,-0.280650,1.199553,-0.266738,0.611476,0.249417,0.033146,-0.142592,0.865146,0.696253,0.214757,-0.050621,-0.101243,-0.012272,0.084369,0.067495,0.030680,-0.012272,-0.000000,-0.076655,-0.076655,0.536584,-0.076655,-0.000000,4.139362,-0.000000,-0.076655,0.153310,0.000000,0.076655,-0.000000,0.153310,-0.459929,-0.000000,-0.000000,0.229965,-0.153310,-0.000000,-0.153310,-0.000000,-3.865546,-0.833628,3.314193,1.751986,-0.779378,4.818528,-4.598618,-1.598476,-6.242278,1.921039,-6.728955,1.928500,3.664870,-1.433598,-0.552823,0.281758,1.366876,-0.493653,0.111100,-0.237225,1.816424,-3.886561,-0.976847,3.297621,1.916949,-0.742793,4.789938,-4.567286,-1.562733,-6.154079,2.143005,-6.773655,1.925418,3.516744,-1.435104,-0.486953,0.126437,1.178864,-0.359337,0.055393,-0.238916,1.914878
143,0.206096,-0.364935,0.219001,-0.082812,0.655067,-0.299242,-0.233900,-0.768754,0.034768,-0.033539,1.396699,-0.628538,-0.048305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048488,0.068998,-0.013745,-0.096752,0.043882,-0.069230,0.261343,0.325205,-0.289123,-0.477454,0.205369,-0.434766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.968720,-0.046198,-0.010411,0.974089,0.247939,0.221398,-0.045243,0.500000,0.297306,0.711185,0.108000,0.416311,-0.282184,1.199553,-0.351107,0.616078,0.249417,0.033146,-0.141058,0.863612,0.696253,0.214757,-0.050621,-0.101243,-0.012272,0.084369,0.067495,0.030680,-0.012272,-0.000000,-0.076655,0.153310,-0.766549,-0.000000,-0.000000,-3.679433,0.229965,0.000000,0.000000,0.076655,-0.229965,-0.000000,0.153310,-0.459929,-0.000000,-0.000000,0.229965,-0.153310,-0.000000,-0.153310,-0.000000,-3.886561,-0.976847,3.297621,1.916949,-0.742793,4.789938,-4.567286,-1.562733,-6.154079,2.143005,-6.773655,1.925418,3.516744,-1.435104,-0.486953,0.126437,1.178864,-0.359337,0.055393,-0.238916,1.914878,-2.965803,-1.112762,3.464878,1.663902,-0.375608,4.776130,-5.330047,-1.710903,-6.275825,1.645493,-6.821040,2.236925,3.884234,-1.384003,-0.735250,0.212582,1.557734,-0.733038,0.168167,0.179786,1.958958
144,0.207547,-0.364474,0.219649,-0.082937,0.654148,-0.298825,-0.234549,-0.756968,0.042180,-0.039744,1.375576,-0.619456,-0.057947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011312,0.015898,-0.003085,-0.022545,0.010227,-0.015926,0.823209,0.406972,-0.309160,-1.474491,0.636323,-0.508724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.967538,-0.043979,-0.013626,0.974232,0.252359,0.221218,-0.040178,0.500000,0.283321,0.711185,0.109534,0.422447,-0.282184,1.199553,-0.325029,0.616078,0.249417,0.033146,-0.141058,0.862078,0.696253,0.214757,-0.050621,-0.101243,-0.012272,0.084369,0.067495,0.030680,-0.012272,-0.000000,-0.076655,0.153310,0.843203,-0.076655,-0.000000,-3.679433,0.229965,0.000000,0.000000,0.076655,-0.229965,-0.000000,0.153310,-0.459929,-0.000000,-0.000000,0.229965,-0.153310,-0.000000,-0.153310,-0.000000,-2.965803,-1.112762,3.464878,1.663902,-0.375608,4.776130,-5.330047,-1.710903,-6.275825,1.645493,-6.821040,2.236925,3.884234,-1.384003,-0.735250,0.212582,1.557734,-0.733038,0.168167,0.179786,1.958958,-2.783705,-1.337786,3.265336,2.158520,-0.254097,4.565061,-5.292156,-1.430416,-6.397968,1.389168,-6.617109,2.285550,3.826740,-1.202990,-0.781701,0.052520,1.387518,-0.753672,0.413536,0.176205,2.021862
