episode_step,progress,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64,obs_65,obs_66,obs_67,obs_68,obs_69,obs_70,obs_71,obs_72,obs_73,obs_74,obs_75,obs_76,obs_77,obs_78,obs_79,obs_80,obs_81,obs_82,obs_83,obs_84,obs_85,obs_86,obs_87,obs_88,obs_89,obs_90,obs_91,obs_92,obs_93,obs_94,obs_95,obs_96,obs_97,obs_98,obs_99,obs_100,obs_101,obs_102,obs_103,obs_104,obs_105,obs_106,obs_107,obs_108,obs_109,obs_110,obs_111,obs_112,obs_113,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20
39,0.055152,-0.434349,0.028970,-0.013405,0.798006,-0.363901,-0.031920,-0.432963,-0.077071,0.035468,0.793345,-0.361797,0.084825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.085479,-1.048967,0.481572,0.181903,-0.082050,1.154103,0.410397,-1.054189,0.447417,-0.812183,0.366380,1.144168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999262,0.023732,-0.024443,0.999427,-0.029623,-0.024126,-0.169808,-0.119614,-0.185596,-0.037398,-0.050000,0.065029,-0.061291,0.009184,0.010913,-0.189262,0.206466,-0.015942,0.432651,-0.090524,-0.208796,0.006136,-0.007670,0.001534,0.076699,-0.023010,0.019942,-0.027612,0.070563,-0.000000,-0.613239,-1.226478,1.303133,1.149823,-0.919858,1.609752,0.919858,-0.459929,0.306619,-0.383274,0.613239,-1.379787,-0.076655,-0.000000,0.383274,0.229965,0.153310,-0.306619,-0.383274,-0.076655,-0.000000,-1.370083,-1.333278,1.529423,1.666553,-0.081739,0.651258,0.344141,-1.830878,0.685364,-0.485869,-0.902145,1.437147,-0.143118,0.301082,0.198340,1.322730,-0.988311,0.043723,0.462406,-0.965496,0.849380,-1.790968,-1.321397,1.598232,1.965431,-0.128124,0.539682,0.399749,-1.630573,0.511697,-0.433314,-1.171460,1.459782,-0.148884,0.175631,0.205973,1.322188,-0.989873,0.034638,0.594727,-1.117379,0.861293
40,0.056604,-0.435356,0.009082,-0.004219,0.800149,-0.364867,-0.010014,-0.425029,-0.097102,0.043732,0.777504,-0.354649,0.106468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.032770,-0.967097,0.448168,0.069790,-0.031477,1.065858,0.389814,-0.975271,0.396113,-0.781943,0.352953,1.051126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999329,0.019435,-0.019971,0.999655,-0.030691,-0.017646,-0.222301,-0.106002,-0.234735,-0.055806,-0.071476,0.089573,-0.032146,-0.007689,0.038524,-0.166253,0.198796,0.025476,0.414243,-0.044505,-0.207262,0.006136,-0.007670,0.001534,0.076699,-0.023010,0.019942,-0.027612,0.070563,-0.000000,-0.843203,-0.996513,1.379787,1.379787,-0.766549,1.226478,1.073168,-0.383274,2.069681,-0.843203,2.146336,-0.383274,-0.076655,-0.000000,0.383274,0.229965,0.153310,-0.306619,-0.383274,-0.076655,-0.000000,-1.790968,-1.321397,1.598232,1.965431,-0.128124,0.539682,0.399749,-1.630573,0.511697,-0.433314,-1.171460,1.459782,-0.148884,0.175631,0.205973,1.322188,-0.989873,0.034638,0.594727,-1.117379,0.861293,-2.273349,-1.532733,1.785520,2.196839,-0.115120,0.590018,0.603181,-1.652000,0.401501,-0.430906,-1.627607,1.485143,-0.196926,0.015576,0.180340,1.233916,-0.933629,-0.022884,0.762657,-1.265643,0.892843
41,0.058055,-0.435660,-0.009714,0.004521,0.800797,-0.365160,0.010714,-0.417370,-0.116082,0.051312,0.762067,-0.347679,0.126870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.270343,-0.908400,0.435081,0.484985,-0.218554,1.007218,0.391478,-0.985443,0.377843,-0.800794,0.361752,1.053067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999363,0.016957,-0.017394,0.999755,-0.031162,-0.014225,-0.239027,-0.101229,-0.243210,-0.066544,-0.086816,0.098777,-0.013738,-0.015359,0.055398,-0.160117,0.189592,0.030078,0.408107,-0.039903,-0.171981,0.006136,-0.007670,0.001534,0.076699,-0.023010,0.019942,-0.027612,0.070563,-0.000000,-0.843203,-0.996513,1.073168,1.609752,-0.766549,1.226478,1.073168,-0.383274,2.069681,-0.843203,2.146336,-0.383274,-0.076655,-0.000000,0.383274,0.229965,0.153310,-0.306619,-0.383274,-0.076655,-0.000000,-2.273349,-1.532733,1.785520,2.196839,-0.115120,0.590018,0.603181,-1.652000,0.401501,-0.430906,-1.627607,1.485143,-0.196926,0.015576,0.180340,1.233916,-0.933629,-0.022884,0.762657,-1.265643,0.892843,-2.579972,-1.664477,1.894893,2.533849,-0.160440,0.743306,0.668754,-1.780505,0.360139,-0.292046,-1.803548,1.382416,-0.279204,-0.102768,0.179759,1.168447,-0.920393,-0.054709,0.897459,-1.458268,0.958908
42,0.059507,-0.446169,-0.027254,0.013184,0.819548,-0.373610,0.030274,-0.409370,-0.136520,0.058846,0.745472,-0.340178,0.148591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.690452,-0.768793,0.394311,1.237778,-0.557145,0.864062,0.381026,-0.952115,0.346653,-0.789538,0.356903,1.010199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999415,0.011859,-0.012083,0.999904,-0.031989,-0.007157,-0.257873,-0.089186,-0.254291,-0.081884,-0.105223,0.123320,0.016942,-0.032233,0.081476,-0.123301,0.172718,0.040816,0.385097,-0.058311,-0.221068,0.006136,-0.007670,0.001534,0.076699,-0.023010,0.019942,-0.027612,0.070563,-0.000000,-0.766549,-1.226478,1.073168,1.456442,-0.919858,1.149823,0.843203,-0.919858,0.000000,-0.689894,0.229965,1.993026,-0.076655,-0.000000,0.383274,0.229965,0.153310,-0.306619,-0.383274,-0.076655,-0.000000,-2.579972,-1.664477,1.894893,2.533849,-0.160440,0.743306,0.668754,-1.780505,0.360139,-0.292046,-1.803548,1.382416,-0.279204,-0.102768,0.179759,1.168447,-0.920393,-0.054709,0.897459,-1.458268,0.958908,-2.991405,-1.684255,1.742960,3.069881,-0.186256,0.696402,0.455819,-1.785768,0.108696,-0.287371,-2.003511,1.642657,-0.207458,-0.265164,0.160199,1.081984,-0.973583,-0.006038,0.991919,-1.508355,1.005611
43,0.060958,-0.463278,-0.040465,0.020294,0.850309,-0.387446,0.045277,-0.402129,-0.154166,0.065179,0.730485,-0.333403,0.167278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.185364,-0.444191,0.277855,2.138472,-0.961126,0.522264,0.324088,-0.742692,0.256589,-0.668977,0.302538,0.782727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999455,0.005860,-0.005866,0.999983,-0.032483,-0.000309,-0.247350,-0.087606,-0.316121,-0.114097,-0.126699,0.146330,0.059893,-0.050641,0.109087,-0.097223,0.146641,0.071495,0.363621,-0.026097,-0.162777,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.456442,-0.766549,1.073168,1.839717,-0.689894,1.149823,0.766549,-0.689894,0.766549,-0.843203,1.993026,3.909398,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-2.991405,-1.684255,1.742960,3.069881,-0.186256,0.696402,0.455819,-1.785768,0.108696,-0.287371,-2.003511,1.642657,-0.207458,-0.265164,0.160199,1.081984,-0.973583,-0.006038,0.991919,-1.508355,1.005611,-3.245002,-1.772537,1.549595,3.844096,-0.051636,0.732459,0.001983,-1.952847,-0.094453,-0.037840,-2.498734,1.648091,-0.117661,-0.593766,0.133570,0.962016,-1.026525,-0.137009,1.204342,-1.416283,1.014841
44,0.062409,-0.493584,-0.045021,0.024298,0.905087,-0.412055,0.051165,-0.396406,-0.166228,0.069110,0.718713,-0.328077,0.179900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.692414,-0.138131,0.167690,3.057285,-1.370016,0.201985,0.278799,-0.564853,0.178392,-0.571962,0.258826,0.589016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999425,-0.000777,0.000995,0.999979,-0.033882,0.006435,-0.233176,-0.113526,-0.324178,-0.143243,-0.146641,0.167806,0.096709,-0.061379,0.130563,-0.060408,0.123631,0.069961,0.332942,-0.026097,-0.181184,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.379787,-0.689894,0.996513,1.763062,-0.689894,0.996513,1.916371,-1.303133,0.076655,-1.533097,-0.383274,-1.839717,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-3.245002,-1.772537,1.549595,3.844096,-0.051636,0.732459,0.001983,-1.952847,-0.094453,-0.037840,-2.498734,1.648091,-0.117661,-0.593766,0.133570,0.962016,-1.026525,-0.137009,1.204342,-1.416283,1.014841,-3.255994,-1.662088,1.433130,4.447721,-0.069167,0.556662,-0.171447,-1.906825,-0.015831,0.577676,-2.576542,1.679015,-0.155329,-0.785890,0.172224,0.895821,-1.073610,-0.143307,1.201871,-1.342384,0.965851
45,0.063861,-0.530974,-0.045991,0.027002,0.972600,-0.442246,0.053356,-0.390977,-0.176760,0.072314,0.707607,-0.323050,0.190839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.958078,-0.003645,0.118897,3.534818,-1.579372,0.063365,0.267806,-0.507516,0.151160,-0.546998,0.247621,0.525922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999316,-0.007722,0.008175,0.999890,-0.036057,0.012696,-0.200199,-0.132591,-0.349316,-0.175456,-0.168117,0.183146,0.135058,-0.073651,0.150505,-0.035864,0.094485,0.097573,0.314534,-0.053709,-0.141301,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.533097,-1.149823,0.996513,1.839717,-0.536584,0.996513,1.073168,-1.456442,1.226478,-0.843203,-1.226478,2.299646,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-3.255994,-1.662088,1.433130,4.447721,-0.069167,0.556662,-0.171447,-1.906825,-0.015831,0.577676,-2.576542,1.679015,-0.155329,-0.785890,0.172224,0.895821,-1.073610,-0.143307,1.201871,-1.342384,0.965851,-3.312497,-1.420809,1.012579,5.032438,-0.244897,0.420331,-0.456479,-1.795362,-0.006188,0.729179,-2.371929,1.671754,-0.051252,-0.825709,0.183273,0.966425,-1.120848,-0.158518,1.169048,-1.204898,1.079154
46,0.065312,-0.571907,-0.045167,0.029054,1.046480,-0.475230,0.053699,-0.385694,-0.186528,0.075156,0.696833,-0.318172,0.200937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.415752,0.142271,0.050894,4.344329,-1.927695,-0.090924,0.284514,-0.495826,0.135181,-0.577508,0.261566,0.509442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999120,-0.014314,0.015036,0.999724,-0.039150,0.018652,-0.203418,-0.154992,-0.321198,-0.203068,-0.184990,0.207689,0.167272,-0.081320,0.159709,-0.026660,0.060738,0.097573,0.280787,-0.065981,-0.129029,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.379787,-0.843203,0.689894,1.609752,-0.536584,0.459929,0.459929,-1.686407,0.000000,-1.609752,-0.613239,0.689894,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-3.312497,-1.420809,1.012579,5.032438,-0.244897,0.420331,-0.456479,-1.795362,-0.006188,0.729179,-2.371929,1.671754,-0.051252,-0.825709,0.183273,0.966425,-1.120848,-0.158518,1.169048,-1.204898,1.079154,-3.293981,-1.108589,0.535538,5.674192,-0.694923,0.346864,-0.657097,-1.291379,-0.248561,0.518322,-1.934545,1.698842,0.056101,-0.632343,0.168222,1.149989,-1.167296,-0.176158,1.147490,-1.211746,1.018761
47,0.066763,-0.627604,-0.040300,0.029037,1.146373,-0.519354,0.049719,-0.379597,-0.196593,0.077722,0.684507,-0.312587,0.211217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.604920,0.229333,-0.006226,4.667172,-2.058816,-0.189785,0.284658,-0.465670,0.117253,-0.574994,0.260532,0.475137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998873,-0.021052,0.022115,0.999451,-0.041997,0.025591,-0.299672,-0.118164,-0.350837,-0.232214,-0.209534,0.227631,0.208689,-0.084388,0.168913,-0.000583,0.020854,0.103709,0.256243,-0.073651,-0.125961,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.303133,-1.149823,1.226478,1.763062,-0.076655,0.459929,1.226478,-1.916371,0.306619,-1.226478,-0.306619,-0.459929,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-3.293981,-1.108589,0.535538,5.674192,-0.694923,0.346864,-0.657097,-1.291379,-0.248561,0.518322,-1.934545,1.698842,0.056101,-0.632343,0.168222,1.149989,-1.167296,-0.176158,1.147490,-1.211746,1.018761,-3.346602,-0.623227,-0.142452,6.582576,-1.170603,0.344384,-0.732315,-0.609495,-0.449612,0.007955,-1.379650,1.782264,0.146392,-0.364465,0.139595,1.314007,-1.028969,-0.057569,1.109678,-1.147158,0.921707
48,0.068215,-0.676104,-0.035994,0.028805,1.233167,-0.557582,0.046108,-0.374308,-0.205155,0.079846,0.673834,-0.307751,0.219942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.065045,0.187259,-0.022367,3.684679,-1.616558,-0.162123,0.223970,-0.352934,0.084174,-0.450948,0.204381,0.358566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998592,-0.028567,0.030036,0.999019,-0.043714,0.033852,-0.377103,-0.078595,-0.347840,-0.269029,-0.215670,0.233767,0.256243,-0.081320,0.179651,0.025495,-0.019029,0.103709,0.225563,-0.081320,-0.058466,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.609752,-0.229965,0.689894,1.993026,0.229965,0.153310,1.149823,-1.916371,0.000000,-1.379787,-0.229965,3.602778,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-3.346602,-0.623227,-0.142452,6.582576,-1.170603,0.344384,-0.732315,-0.609495,-0.449612,0.007955,-1.379650,1.782264,0.146392,-0.364465,0.139595,1.314007,-1.028969,-0.057569,1.109678,-1.147158,0.921707,-3.143570,-0.432303,-0.682252,6.697525,-1.319430,0.360258,-0.831094,-0.368075,-0.494148,-0.497145,-0.939150,1.420421,0.158425,-0.145077,0.093857,1.223269,-1.007866,0.086721,1.022740,-0.887236,0.792622
49,0.069666,-0.710206,-0.032809,0.028143,1.293760,-0.584016,0.043234,-0.370638,-0.210711,0.081088,0.666469,-0.304412,0.225559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.513445,0.117543,-0.010959,2.683097,-1.167771,-0.096704,0.168046,-0.250855,0.054757,-0.336781,0.152694,0.253207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998592,-0.028567,0.030036,0.999019,-0.043714,0.033852,-0.377103,-0.078595,-0.347840,-0.269029,-0.215670,0.233767,0.256243,-0.081320,0.179651,0.025495,-0.019029,0.103709,0.225563,-0.081320,-0.058466,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.609752,-0.229965,0.689894,1.993026,0.229965,0.153310,1.149823,-1.916371,0.000000,-1.379787,-0.229965,3.602778,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-3.143570,-0.432303,-0.682252,6.697525,-1.319430,0.360258,-0.831094,-0.368075,-0.494148,-0.497145,-0.939150,1.420421,0.158425,-0.145077,0.093857,1.223269,-1.007866,0.086721,1.022740,-0.887236,0.792622,-3.000766,-0.350404,-0.959048,6.616406,-1.306514,0.317538,-0.807611,-0.207615,-0.520294,-0.733535,-0.903497,1.148735,0.125873,-0.019479,0.032286,1.167022,-0.988233,0.215295,1.006274,-0.625494,0.763261
50,0.071118,-0.736642,-0.031292,0.028367,1.340491,-0.604293,0.042240,-0.367586,-0.215189,0.082036,0.660362,-0.301643,0.230070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.225936,0.055045,0.022293,2.163240,-0.936857,-0.026240,0.144847,-0.210477,0.043710,-0.289583,0.131319,0.211744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998592,-0.028567,0.030036,0.999019,-0.043714,0.033852,-0.377103,-0.078595,-0.347840,-0.269029,-0.215670,0.233767,0.256243,-0.081320,0.179651,0.025495,-0.019029,0.103709,0.225563,-0.081320,-0.058466,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.609752,-0.229965,0.689894,1.993026,0.229965,0.153310,1.149823,-1.916371,0.000000,-1.379787,-0.229965,3.602778,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-3.000766,-0.350404,-0.959048,6.616406,-1.306514,0.317538,-0.807611,-0.207615,-0.520294,-0.733535,-0.903497,1.148735,0.125873,-0.019479,0.032286,1.167022,-0.988233,0.215295,1.006274,-0.625494,0.763261,-2.884018,-0.327345,-1.080290,6.494387,-1.260235,0.279670,-0.769492,-0.112615,-0.527259,-0.853710,-0.941741,0.969468,0.084775,0.067144,-0.017942,1.130982,-0.954747,0.297573,1.010398,-0.427592,0.773757
51,0.072569,-0.759244,-0.030608,0.029034,1.380290,-0.621491,0.042185,-0.364844,-0.219130,0.082837,0.654885,-0.299159,0.234029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.761470,-0.095358,0.137624,1.332456,-0.574943,0.163468,0.121442,-0.171700,0.033746,-0.242171,0.109841,0.172140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998592,-0.028567,0.030036,0.999019,-0.043714,0.033852,-0.377103,-0.078595,-0.347840,-0.269029,-0.215670,0.233767,0.256243,-0.081320,0.179651,0.025495,-0.019029,0.103709,0.225563,-0.081320,-0.058466,-0.003068,0.021476,0.035282,0.092039,-0.027612,0.003068,0.018408,-0.046019,0.000000,-1.609752,-0.229965,0.689894,1.993026,0.229965,0.153310,1.149823,-1.916371,0.000000,-1.379787,-0.229965,3.602778,0.000000,-0.000000,0.306619,-0.000000,-0.153310,0.153310,0.229965,-0.383274,0.000000,-2.884018,-0.327345,-1.080290,6.494387,-1.260235,0.279670,-0.769492,-0.112615,-0.527259,-0.853710,-0.941741,0.969468,0.084775,0.067144,-0.017942,1.130982,-0.954747,0.297573,1.010398,-0.427592,0.773757,-2.769078,-0.349592,-1.103734,6.308654,-1.192669,0.250222,-0.740849,-0.063570,-0.500624,-0.913896,-0.990411,0.847053,0.054628,0.125895,-0.051190,1.100630,-0.905576,0.341687,1.017237,-0.289596,0.832009
52,0.074020,-0.767100,-0.035106,0.033872,1.393789,-0.627291,0.048779,-0.362728,-0.222057,0.083386,0.650676,-0.297249,0.236956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.228606,-0.248175,0.251094,0.385031,-0.165366,0.352842,0.092366,-0.127720,0.023915,-0.183803,0.083380,0.127682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997823,-0.042506,0.045114,0.997640,-0.048113,0.053919,-0.539758,0.017942,0.096197,-0.364136,-0.217204,0.223029,0.424981,-0.084388,0.167379,0.077650,-0.118738,0.060757,0.136592,-0.156485,0.022835,-0.010738,-0.033748,0.019942,0.064427,-0.033748,-0.023010,0.069029,-0.059825,-0.000000,-0.996513,0.076655,-0.306619,1.993026,-0.689894,-0.919858,0.459929,-1.226478,-0.996513,-0.996513,-1.533097,0.689894,0.076655,-0.613239,-0.076655,-0.000000,0.613239,-0.843203,-0.000000,0.536584,-0.000000,-2.769078,-0.349592,-1.103734,6.308654,-1.192669,0.250222,-0.740849,-0.063570,-0.500624,-0.913896,-0.990411,0.847053,0.054628,0.125895,-0.051190,1.100630,-0.905576,0.341687,1.017237,-0.289596,0.832009,-2.414618,-0.313049,-0.870104,5.223526,-1.249140,0.244835,-0.367104,0.228772,-0.110162,-0.903614,-0.147284,0.540440,0.087666,0.052942,-0.104146,1.432374,-1.134783,0.237890,0.763783,0.198030,0.829394
53,0.075472,-0.768388,-0.040535,0.039078,1.395691,-0.628105,0.056298,-0.361149,-0.224239,0.083793,0.647533,-0.295824,0.239136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264096,-0.317912,0.278760,-0.484747,0.208536,0.422307,0.052158,-0.071732,0.013265,-0.103739,0.047063,0.071661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997858,-0.040202,0.043163,0.997407,-0.049167,0.059685,-0.564599,0.006532,0.183292,-0.387146,-0.206466,0.216893,0.464864,-0.088990,0.162777,0.088388,-0.140214,0.040816,0.116651,-0.191767,0.081126,-0.010738,-0.033748,0.019942,0.064427,-0.033748,-0.023010,0.069029,-0.059825,-0.000000,-1.149823,0.536584,-0.229965,1.993026,-0.076655,-0.613239,0.383274,-1.149823,-0.919858,-0.843203,-1.609752,2.759575,0.076655,-0.613239,-0.076655,-0.000000,0.613239,-0.843203,-0.000000,0.536584,-0.000000,-2.414618,-0.313049,-0.870104,5.223526,-1.249140,0.244835,-0.367104,0.228772,-0.110162,-0.903614,-0.147284,0.540440,0.087666,0.052942,-0.104146,1.432374,-1.134783,0.237890,0.763783,0.198030,0.829394,-2.193895,-0.296234,-0.705588,4.292976,-1.167377,0.328315,-0.087596,0.217289,0.059213,-0.899874,0.375707,0.150147,0.063924,-0.072876,-0.171443,1.555910,-1.375808,0.101014,0.532421,0.846026,0.802067
54,0.076923,-0.756536,-0.047823,0.045022,1.374399,-0.618949,0.065671,-0.360642,-0.224927,0.083917,0.646526,-0.295367,0.239822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.826931,-0.401196,0.294350,-1.483735,0.640410,0.494406,0.013018,-0.017678,0.003173,-0.025861,0.011735,0.017631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.997936,-0.036232,0.039565,0.997214,-0.050574,0.065196,-0.554671,-0.014112,0.262108,-0.394816,-0.195728,0.201553,0.497078,-0.105864,0.150505,0.082252,-0.157087,0.020874,0.108981,-0.213243,0.113340,-0.010738,-0.033748,0.019942,0.064427,-0.033748,-0.023010,0.069029,-0.059825,-0.000000,-0.383274,0.536584,-0.613239,1.533097,-0.383274,-0.076655,-0.306619,-0.766549,-0.919858,-0.306619,-1.149823,1.456442,0.076655,-0.613239,-0.076655,-0.000000,0.613239,-0.843203,-0.000000,0.536584,-0.000000,-2.193895,-0.296234,-0.705588,4.292976,-1.167377,0.328315,-0.087596,0.217289,0.059213,-0.899874,0.375707,0.150147,0.063924,-0.072876,-0.171443,1.555910,-1.375808,0.101014,0.532421,0.846026,0.802067,-1.941889,-0.228140,-0.573567,3.499328,-1.079970,0.422222,0.086971,0.439844,0.116045,-0.871085,0.774040,-0.372414,0.013181,-0.202206,-0.348507,1.727749,-1.528290,-0.014223,0.305075,1.310292,0.872561
55,0.078374,-0.735311,-0.056582,0.050852,1.336342,-0.602489,0.076075,-0.360628,-0.224946,0.083920,0.646499,-0.295355,0.239841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.178485,-0.456386,0.290070,-2.112445,0.914322,0.533092,-0.005484,0.007416,-0.001317,0.010890,-0.004941,-0.007392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998056,-0.030358,0.034102,0.997017,-0.052166,0.070957,-0.547376,-0.048150,0.340565,-0.394816,-0.175786,0.178544,0.538495,-0.118136,0.132097,0.082252,-0.175495,0.005534,0.098243,-0.230117,0.163961,-0.010738,-0.033748,0.019942,0.064427,-0.033748,-0.023010,0.069029,-0.059825,-0.000000,-0.076655,0.996513,-0.766549,1.839717,-0.689894,-1.303133,-0.000000,-0.843203,-0.766549,-0.536584,-0.843203,2.299646,0.076655,-0.613239,-0.076655,-0.000000,0.613239,-0.843203,-0.000000,0.536584,-0.000000,-1.941889,-0.228140,-0.573567,3.499328,-1.079970,0.422222,0.086971,0.439844,0.116045,-0.871085,0.774040,-0.372414,0.013181,-0.202206,-0.348507,1.727749,-1.528290,-0.014223,0.305075,1.310292,0.872561,-1.746988,-0.213331,-0.482332,2.874591,-0.980810,0.515056,0.151422,0.652815,-0.062279,-0.860724,1.109411,-0.933839,-0.080705,-0.273886,-0.516688,1.732167,-1.658460,-0.183325,0.176137,1.599509,0.991877
